kurst,fcurr,tcurr,gdatu,ukurs,ffact,tfact,serie,fetched_at
M,USD,MXN,1997-07-28,7.8313,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-07-29,7.7717,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-07-30,7.7808,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-07-31,7.8088,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-01,7.7658,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-02,7.8248,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-03,7.8248,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-04,7.8248,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-05,7.8244,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-06,7.831,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-07,7.8051,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-08,7.7806,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-09,7.7895,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-10,7.7895,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-11,7.7895,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-12,7.8263,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-13,7.8059,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-14,7.782,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-15,7.7828,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-16,7.766,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-17,7.766,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-18,7.766,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-19,7.7646,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-20,7.7757,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-21,7.7575,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-22,7.7615,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-23,7.7597,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-24,7.7597,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-25,7.7597,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-26,7.7905,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-27,7.7583,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-28,7.7637,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-29,7.7548,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-30,7.7746,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-08-31,7.7746,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-01,7.7746,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-02,7.7746,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-03,7.7853,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-04,7.777,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-05,7.7687,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-06,7.7882,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-07,7.7882,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-08,7.7882,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-09,7.807,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-10,7.784,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-11,7.7791,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-12,7.7769,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-13,7.7847,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-14,7.7847,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-15,7.7847,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-16,7.7794,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-17,7.7794,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-18,7.7677,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-19,7.7546,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-20,7.756,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-21,7.756,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-22,7.756,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-23,7.7558,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-24,7.7245,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-25,7.7681,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-26,7.8243,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-27,7.8072,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-28,7.8072,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-29,7.8072,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-09-30,7.8199,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-01,7.8158,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-02,7.7707,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-03,7.7536,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-04,7.753,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-05,7.753,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-06,7.753,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-07,7.7562,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-08,7.7601,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-09,7.7497,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-10,7.7603,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-11,7.77,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-12,7.77,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-13,7.77,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-14,7.7592,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-15,7.7483,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-16,7.7427,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-17,7.7403,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-18,7.7336,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-19,7.7336,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-20,7.7336,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-21,7.7484,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-22,7.727,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-23,7.7196,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-24,7.7229,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-25,7.763,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-26,7.763,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-27,7.763,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-28,7.8272,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-29,8.14,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-30,8.2967,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-10-31,8.1033,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-01,8.3433,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-02,8.3433,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-03,8.3433,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-04,8.3683,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-05,8.2367,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-06,8.2535,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-07,8.1659,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-08,8.365,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-09,8.365,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-10,8.365,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-11,8.3767,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-12,8.2627,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-13,8.31,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-14,8.3583,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-15,8.38,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-16,8.38,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-17,8.38,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-18,8.3275,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-19,8.2425,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-20,8.2642,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-21,8.2642,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-22,8.2883,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-23,8.2883,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-24,8.2883,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-25,8.1773,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-26,8.2352,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-27,8.2358,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-28,8.2,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-29,8.2165,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-11-30,8.2165,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-01,8.2165,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-02,8.2135,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-03,8.181,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-04,8.1538,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-05,8.1306,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-06,8.1057,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-07,8.1057,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-08,8.1057,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-09,8.144,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-10,8.1105,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-11,8.1148,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-12,8.1394,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-13,8.1394,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-14,8.1394,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-15,8.1394,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-16,8.1998,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-17,8.1376,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-18,8.0916,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-19,8.0787,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-20,8.074,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-21,8.074,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-22,8.074,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-23,8.1318,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-24,8.1156,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-25,8.1268,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-26,8.1268,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-27,8.1648,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-28,8.1648,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-29,8.1648,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-30,8.143,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1997-12-31,8.0833,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-01,8.064,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-02,8.064,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-03,8.0681,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-04,8.0681,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-05,8.0681,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-06,8.0585,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-07,8.0423,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-08,8.0422,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-09,8.0598,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-10,8.0775,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-11,8.0775,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-12,8.0775,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-13,8.0857,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-14,8.2775,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-15,8.1628,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-16,8.1662,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-17,8.2762,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-18,8.2762,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-19,8.2762,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-20,8.1978,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-21,8.1803,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-22,8.2145,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-23,8.2682,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-24,8.332,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-25,8.332,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-26,8.332,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-27,8.2939,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-28,8.281,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-29,8.2662,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-30,8.3603,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-01-31,8.464,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-01,8.464,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-02,8.464,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-03,8.4643,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-04,8.4367,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-05,8.4323,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-06,8.4323,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-07,8.4135,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-08,8.4135,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-09,8.4135,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-10,8.4222,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-11,8.4529,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-12,8.485,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-13,8.4522,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-14,8.4495,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-15,8.4495,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-16,8.4495,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-17,8.4652,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-18,8.4629,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-19,8.4578,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-20,8.5427,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-21,8.5449,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-22,8.5449,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-23,8.5449,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-24,8.5892,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-25,8.6379,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-26,8.614,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-27,8.5832,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-02-28,8.5583,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-01,8.5583,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-02,8.5583,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-03,8.5253,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-04,8.4957,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-05,8.5347,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-06,8.5825,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-07,8.6202,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-08,8.6202,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-09,8.6202,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-10,8.5978,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-11,8.6273,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-12,8.6273,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-13,8.669,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-14,8.5673,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-15,8.5673,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-16,8.5673,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-17,8.5595,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-18,8.5927,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-19,8.6048,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-20,8.5641,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-21,8.5638,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-22,8.5638,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-23,8.5638,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-24,8.5784,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-25,8.5368,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-26,8.541,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-27,8.5282,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-28,8.5252,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-29,8.5252,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-30,8.5252,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-03-31,8.5165,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-01,8.5353,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-02,8.5192,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-03,8.5096,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-04,8.5214,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-05,8.5214,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-06,8.5214,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-07,8.541,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-08,8.52,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-09,8.5274,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-10,8.5274,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-11,8.5274,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-12,8.5274,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-13,8.5274,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-14,8.5106,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-15,8.513,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-16,8.4928,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-17,8.4716,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-18,8.5009,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-19,8.5009,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-20,8.5009,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-21,8.4945,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-22,8.4728,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-23,8.455,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-24,8.4616,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-25,8.4703,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-26,8.4703,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-27,8.4703,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-28,8.4747,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-29,8.519,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-04-30,8.4818,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-01,8.5029,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-02,8.5029,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-03,8.5029,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-04,8.5029,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-05,8.4898,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-06,8.4898,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-07,8.477,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-08,8.4793,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-09,8.5007,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-10,8.5007,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-11,8.5007,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-12,8.4834,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-13,8.4673,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-14,8.4965,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-15,8.5198,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-16,8.5069,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-17,8.5069,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-18,8.5069,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-19,8.5147,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-20,8.5303,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-21,8.5849,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-22,8.6212,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-23,8.6223,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-24,8.6223,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-25,8.6223,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-26,8.6402,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-27,8.6378,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-28,8.7081,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-29,8.8802,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-30,8.7873,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-05-31,8.7873,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-01,8.7873,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-02,8.8164,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-03,8.8983,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-04,8.8818,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-05,8.7958,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-06,8.7803,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-07,8.7803,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-08,8.7803,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-09,8.7619,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-10,8.8252,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-11,8.836,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-12,8.8808,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-13,8.9609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-14,8.9609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-15,8.9609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-16,9.0463,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-17,9.0375,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-18,8.9815,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-19,8.8803,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-20,8.8967,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-21,8.8967,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-22,8.8967,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-23,8.8929,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-24,8.9123,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-25,8.8927,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-26,8.9252,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-27,8.9537,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-28,8.9537,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-29,8.9537,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-06-30,9.0407,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-07-01,9.0228,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-07-02,8.9852,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1998-07-03,8.9375,1,1,SF60653,2026-07-01 0:00
